id,title,description,publishTime,kind_stats,duration_seconds,video_type,viewCount,likeCount,commentCount,thumbnails.default.url,thumbnails.medium.url,thumbnails.high.url,contentDetails.duration,contentDetails.dimension,topicDetails.topicCategories,snippet.defaultLanguage,localizations.en.title,localizations.en.description,snippet.tags,pull_date
ZRnRD5LE_kg,Live: FIP Silver Lisboa Padel 2025 Finals,|,2025-09-20T10:32:32Z,youtube#video,5548,long,269775,26973,527,https://i.ytimg.com/vi/ZRnRD5LE_kg/default.jpg,https://i.ytimg.com/vi/ZRnRD5LE_kg/mqdefault.jpg,https://i.ytimg.com/vi/ZRnRD5LE_kg/hqdefault.jpg,PT1H32M28S,2d,"['https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Tennis']",gl,N/A,N/A,N/A,2026-06-17 13:13:18.890786+00:00
JfMbboNYWX8,"I came here to do what I love, but I #StayedForMore","The people, the energy, and the world-class events that surprise me everyday. Check out the Saudi Unreal Calendar here
@visitsaudi 
 
https://www.visitsaudi.com/Calendar",2025-09-01T18:06:20Z,youtube#video,63,long,1956194,156323,12908,https://i.ytimg.com/vi/JfMbboNYWX8/default.jpg,https://i.ytimg.com/vi/JfMbboNYWX8/mqdefault.jpg,https://i.ytimg.com/vi/JfMbboNYWX8/hqdefault.jpg,PT1M3S,2d,N/A,en,"I came here to do what I love, but I #StayedForMore","The people, the energy, and the world-class events that surprise me everyday. Check out the Saudi Unreal Calendar here
@visitsaudi 
 
https://www.visitsaudi.com/Calendar",N/A,2026-06-17 13:13:18.890792+00:00
c-wLj9OiMpw,One year of UR Cristiano 🎉,"Thank you all for being part of this journey! Let's celebrate together with a special concert of my friend Luan, soon!",2025-08-21T17:00:57Z,youtube#video,21,short,3383660,149513,9075,https://i.ytimg.com/vi/c-wLj9OiMpw/default.jpg,https://i.ytimg.com/vi/c-wLj9OiMpw/mqdefault.jpg,https://i.ytimg.com/vi/c-wLj9OiMpw/hqdefault.jpg,PT21S,2d,['https://en.wikipedia.org/wiki/Music'],en,One year of UR Cristiano 🎉,"Thank you all for being part of this journey! Let's celebrate together with a special concert of my friend Luan, soon!",N/A,2026-06-17 13:13:18.890799+00:00
CZ1-c1SmiQw,Join me in the AMAZING CR7 Life Museum!,,2025-07-09T17:52:12Z,youtube#video,32,short,3398677,156169,8846,https://i.ytimg.com/vi/CZ1-c1SmiQw/default.jpg,https://i.ytimg.com/vi/CZ1-c1SmiQw/mqdefault.jpg,https://i.ytimg.com/vi/CZ1-c1SmiQw/hqdefault.jpg,PT32S,2d,['https://en.wikipedia.org/wiki/Sport'],es,N/A,N/A,N/A,2026-06-17 13:13:18.890805+00:00
yxQPyHMkl2E,Now it's your time to Rise Above!,"In every era, a rare few rise above the rest. Now it’s your time.
Esports World Cup starts July 7 — with over 2,000 athletes ready to make history.

@EsportsWorldCup #EsportsWorldCup #EWC25",2025-07-01T17:46:53Z,youtube#video,30,short,3058052,161175,7443,https://i.ytimg.com/vi/yxQPyHMkl2E/default.jpg,https://i.ytimg.com/vi/yxQPyHMkl2E/mqdefault.jpg,https://i.ytimg.com/vi/yxQPyHMkl2E/hqdefault.jpg,PT30S,2d,['https://en.wikipedia.org/wiki/Video_game_culture'],en,Now it's your time to Rise Above!,"In every era, a rare few rise above the rest. Now it’s your time.
Esports World Cup starts July 7 — with over 2,000 athletes ready to make history.

@EsportsWorldCup #EsportsWorldCup #EWC25",N/A,2026-06-17 13:13:18.890810+00:00
x_IRSJ9EOxA,"“I believe in Al Nassr, I believe in this project.”",“This season will be our best season ever”. Cristiano explains to Al Nassr TV why he has decided to keep playing for the Club.,2025-06-28T19:04:50Z,youtube#video,638,long,2781075,167490,20446,https://i.ytimg.com/vi/x_IRSJ9EOxA/default.jpg,https://i.ytimg.com/vi/x_IRSJ9EOxA/mqdefault.jpg,https://i.ytimg.com/vi/x_IRSJ9EOxA/hqdefault.jpg,PT10M38S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,"“I believe in Al Nassr, I believe in this project.”",“This season will be our best season ever”. Cristiano explains to Al Nassr TV why he has decided to keep playing for the Club.,N/A,2026-06-17 13:13:18.890817+00:00
Drj1-WLCm1o,The Story Continues…,,2025-06-26T13:18:11Z,youtube#video,40,short,2425116,186489,18386,https://i.ytimg.com/vi/Drj1-WLCm1o/default.jpg,https://i.ytimg.com/vi/Drj1-WLCm1o/mqdefault.jpg,https://i.ytimg.com/vi/Drj1-WLCm1o/hqdefault.jpg,PT40S,2d,N/A,es,N/A,N/A,N/A,2026-06-17 13:13:18.890823+00:00
183L0H7bRZU,UN TRIUNFO DE PORTUGAL PARA TODOS LOS PORTUGUESES,"En el Día de Portugal, recordamos una victoria que nos hizo vibrar a todos: el último gran triunfo de la selección en la UEFA Nations League. Porque cuando gana Portugal, ganamos todos.",2025-06-10T17:16:56Z,youtube#video,53,short,2260930,229516,16388,https://i.ytimg.com/vi/183L0H7bRZU/default.jpg,https://i.ytimg.com/vi/183L0H7bRZU/mqdefault.jpg,https://i.ytimg.com/vi/183L0H7bRZU/hqdefault.jpg,PT53S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,A Triumph for All Portuguese People,"On Portugal Day, we remember a victory that thrilled an entire nation: the latest major triumph of our national team in the UEFA Nations League. Because when Portugal wins, we all win.",N/A,2026-06-17 13:13:18.890829+00:00
2auLO7ea9tQ,...And Action! 🎬,"I'm excited to announce UR•MARV, my new film studio with Matthew Vaughn, and can't wait to tell you about our first movie. Coming soon! 👀",2025-04-11T07:00:03Z,youtube#video,93,long,2329319,152533,22037,https://i.ytimg.com/vi/2auLO7ea9tQ/default.jpg,https://i.ytimg.com/vi/2auLO7ea9tQ/mqdefault.jpg,https://i.ytimg.com/vi/2auLO7ea9tQ/hqdefault.jpg,PT1M33S,2d,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",en,...And Action! 🎬,"I'm excited to announce UR•MARV, my new film studio with Matthew Vaughn, and can't wait to tell you about our first movie. Coming soon! 👀",N/A,2026-06-17 13:13:18.890835+00:00
mLNz-_X1aGA,24 hours with Gio in Paris | By Gio,,2025-04-07T11:13:34Z,youtube#video,41,short,4725919,187713,13424,https://i.ytimg.com/vi/mLNz-_X1aGA/default.jpg,https://i.ytimg.com/vi/mLNz-_X1aGA/mqdefault.jpg,https://i.ytimg.com/vi/mLNz-_X1aGA/hqdefault.jpg,PT41S,2d,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],es,N/A,N/A,N/A,2026-06-17 13:13:18.890841+00:00
pdjt7bCn558,Join me in a Fashion Show in the Alpes,,2025-04-01T09:23:31Z,youtube#video,17,short,4193422,154237,4918,https://i.ytimg.com/vi/pdjt7bCn558/default.jpg,https://i.ytimg.com/vi/pdjt7bCn558/mqdefault.jpg,https://i.ytimg.com/vi/pdjt7bCn558/hqdefault.jpg,PT17S,2d,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",es,N/A,N/A,N/A,2026-06-17 13:13:18.890846+00:00
6C-iqXvAE2M,The MOST EXCLUSIVE Fashion Show In The Alpes | By Gio,,2025-03-31T14:03:23Z,youtube#video,399,long,1975277,87285,6047,https://i.ytimg.com/vi/6C-iqXvAE2M/default.jpg,https://i.ytimg.com/vi/6C-iqXvAE2M/mqdefault.jpg,https://i.ytimg.com/vi/6C-iqXvAE2M/hqdefault.jpg,PT6M39S,2d,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",es,N/A,N/A,N/A,2026-06-17 13:13:18.890852+00:00
aiYzX7FGkqQ,My AMAZING Experience at Fashion Week Paris (Part: 2) | By Gio,,2025-03-24T14:00:02Z,youtube#video,330,long,1124292,65413,3746,https://i.ytimg.com/vi/aiYzX7FGkqQ/default.jpg,https://i.ytimg.com/vi/aiYzX7FGkqQ/mqdefault.jpg,https://i.ytimg.com/vi/aiYzX7FGkqQ/hqdefault.jpg,PT5M30S,2d,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",es,N/A,N/A,N/A,2026-06-17 13:13:18.890858+00:00
Z8GBQt9yhOg,My AMAZING Experience at Fashion Week Paris (Part: 1) | By Gio,,2025-03-20T11:05:34Z,youtube#video,14,short,3495312,134885,4010,https://i.ytimg.com/vi/Z8GBQt9yhOg/default.jpg,https://i.ytimg.com/vi/Z8GBQt9yhOg/mqdefault.jpg,https://i.ytimg.com/vi/Z8GBQt9yhOg/hqdefault.jpg,PT14S,2d,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",es,N/A,N/A,N/A,2026-06-17 13:13:18.890864+00:00
7RXnUHQwli8,My AMAZING Experience at Fashion Week Paris (Part: 1) | By Gio,,2025-03-19T14:58:00Z,youtube#video,408,long,3000373,130079,9073,https://i.ytimg.com/vi/7RXnUHQwli8/default.jpg,https://i.ytimg.com/vi/7RXnUHQwli8/mqdefault.jpg,https://i.ytimg.com/vi/7RXnUHQwli8/hqdefault.jpg,PT6M48S,2d,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",es,N/A,N/A,N/A,2026-06-17 13:13:18.890870+00:00
AbklN9B55Jg,LIVE: Riyadh Premier Padel Finals,"Join Cristiano Ronaldo in this amazing event, following his new passion",2025-02-17T16:30:56Z,youtube#video,9331,long,1343723,71782,3159,https://i.ytimg.com/vi/AbklN9B55Jg/default.jpg,https://i.ytimg.com/vi/AbklN9B55Jg/mqdefault.jpg,https://i.ytimg.com/vi/AbklN9B55Jg/hqdefault.jpg,PT2H35M31S,2d,['https://en.wikipedia.org/wiki/Sport'],en,LIVE: Riyadh Premier Padel Finals,"Join Cristiano Ronaldo in this amazing event, following his new passion",N/A,2026-06-17 13:13:18.890876+00:00
cN6RgkthoXM,"Los Secretos del Real Madrid, Messi, Barcelona y Mbappé - Cristiano Ronaldo",,2025-02-17T13:18:04Z,youtube#video,4212,long,4310759,197497,14160,https://i.ytimg.com/vi/cN6RgkthoXM/default.jpg,https://i.ytimg.com/vi/cN6RgkthoXM/mqdefault.jpg,https://i.ytimg.com/vi/cN6RgkthoXM/hqdefault.jpg,PT1H10M12S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,"The Secrets Of Real Madrid, Messi, Barcelona and Mbappé - Cristiano & Edu",,N/A,2026-06-17 13:13:18.890882+00:00
aPNg1E1tJaY,TOMORROW: Full ITW of Cristiano with Edu. Exclusive segments not seen before,,2025-02-16T18:51:03Z,youtube#video,57,short,834970,75351,5957,https://i.ytimg.com/vi/aPNg1E1tJaY/default.jpg,https://i.ytimg.com/vi/aPNg1E1tJaY/mqdefault.jpg,https://i.ytimg.com/vi/aPNg1E1tJaY/hqdefault.jpg,PT57S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:18.890888+00:00
1h-zdPlWu4Y,TOMORROW: Full ITW of Cristiano with Edu. Exclusive segments not seen before,,2025-02-16T18:47:02Z,youtube#video,57,short,3793511,200189,14091,https://i.ytimg.com/vi/1h-zdPlWu4Y/default.jpg,https://i.ytimg.com/vi/1h-zdPlWu4Y/mqdefault.jpg,https://i.ytimg.com/vi/1h-zdPlWu4Y/hqdefault.jpg,PT57S,2d,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],es,N/A,N/A,N/A,2026-06-17 13:13:18.890893+00:00
EsMqByk0xYE,The biggest siuuu ever: “Happy birthday Cristiano”.,"Fans from Madrid, New York and Mexico gather together to celebrate Cristiano’s birthday.",2025-02-06T06:24:40Z,youtube#video,380,long,1524159,174223,19936,https://i.ytimg.com/vi/EsMqByk0xYE/default.jpg,https://i.ytimg.com/vi/EsMqByk0xYE/mqdefault.jpg,https://i.ytimg.com/vi/EsMqByk0xYE/hqdefault.jpg,PT6M20S,2d,['https://en.wikipedia.org/wiki/Sport'],en,The biggest siuuu ever: “Happy birthday Cristiano”.,"Fans from Madrid, New York and Mexico gather together to celebrate Cristiano’s birthday.",N/A,2026-06-17 13:13:19.082300+00:00
b5mqa18JOS4,"Cristiano: ""Mbappé es un crack!""","Entrevista exclusiva con Cristiano Ronaldo, ""Los Amigos de Edu"", en La Sexta, el próximo 3 de febrero a las 22:30 (hora de Madrid). Muy pronto podrás ver la versión íntegra en UR.",2025-01-30T11:35:01Z,youtube#video,68,long,2700087,202424,26408,https://i.ytimg.com/vi/b5mqa18JOS4/default.jpg,https://i.ytimg.com/vi/b5mqa18JOS4/mqdefault.jpg,https://i.ytimg.com/vi/b5mqa18JOS4/hqdefault.jpg,PT1M8S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,"Cristiano: ""Mbappé is a beast!""","Watch the exclusive interview with Cristiano Ronaldo in ""Los Amigos de Edu"", on La Sexta Spanish TV, on February 3 at 10:30 p.m. (Madrid time). And it will also be broadcast in full on UR very soon.",N/A,2026-06-17 13:13:19.082315+00:00
os5d_GFyEHM,From Teen Sensation to Global Icon: Ronaldo's Incredible Man United Journey!,,2025-01-20T14:01:01Z,youtube#video,180,long,1880956,172990,11921,https://i.ytimg.com/vi/os5d_GFyEHM/default.jpg,https://i.ytimg.com/vi/os5d_GFyEHM/mqdefault.jpg,https://i.ytimg.com/vi/os5d_GFyEHM/hqdefault.jpg,PT3M,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,From Teen Sensation to Global Icon: Ronaldo's Incredible Man United Journey!,,N/A,2026-06-17 13:13:19.082321+00:00
aABKxaKtLkM,Everything you didn't see of my collab with MrBeast (BTS),,2025-01-09T14:00:00Z,youtube#video,240,long,4192042,253662,14316,https://i.ytimg.com/vi/aABKxaKtLkM/default.jpg,https://i.ytimg.com/vi/aABKxaKtLkM/mqdefault.jpg,https://i.ytimg.com/vi/aABKxaKtLkM/hqdefault.jpg,PT4M,2d,N/A,en,Everything you didn't see of my collab with MrBeast (BTS),,N/A,2026-06-17 13:13:19.082329+00:00
yBhSMQWFOFw,"Cristiano shoots, MrBeast tries to stop it... and painfully fails! 🖐️⚽",,2025-01-03T13:57:57Z,youtube#video,24,short,8106363,402278,18546,https://i.ytimg.com/vi/yBhSMQWFOFw/default.jpg,https://i.ytimg.com/vi/yBhSMQWFOFw/mqdefault.jpg,https://i.ytimg.com/vi/yBhSMQWFOFw/hqdefault.jpg,PT24S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,"Cristiano shoots, MrBeast tries to stop it... and painfully fails! 🖐️⚽",,N/A,2026-06-17 13:13:19.082337+00:00
z-ZHtSfWiMw,Cristiano Ronaldo and his kids dance with Santa Claus!,Watch the full Santa Claus trip on the channel!,2024-12-30T14:04:31Z,youtube#video,26,short,4355043,299250,8763,https://i.ytimg.com/vi/z-ZHtSfWiMw/default.jpg,https://i.ytimg.com/vi/z-ZHtSfWiMw/mqdefault.jpg,https://i.ytimg.com/vi/z-ZHtSfWiMw/hqdefault.jpg,PT26S,2d,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082343+00:00
SG2f3r2Fz6Y,It’s just a little cold 🥶😂,Watch my complete family trip video on the Channel now!,2024-12-25T11:13:58Z,youtube#video,124,long,6314621,520393,30319,https://i.ytimg.com/vi/SG2f3r2Fz6Y/default.jpg,https://i.ytimg.com/vi/SG2f3r2Fz6Y/mqdefault.jpg,https://i.ytimg.com/vi/SG2f3r2Fz6Y/hqdefault.jpg,PT2M4S,2d,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],en,It’s just a little cold 🥶😂,Watch my complete family trip video on the Channel now!,N/A,2026-06-17 13:13:19.082350+00:00
9bPo1-YAfhw,Our Christmas message to the world (from Santa’s village),Join us on a magical family adventure to meet the real Santa Claus in Lapland. A special Christmas message for you all.,2024-12-24T18:39:36Z,youtube#video,579,long,5774324,381585,25525,https://i.ytimg.com/vi/9bPo1-YAfhw/default.jpg,https://i.ytimg.com/vi/9bPo1-YAfhw/mqdefault.jpg,https://i.ytimg.com/vi/9bPo1-YAfhw/hqdefault.jpg,PT9M39S,2d,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",en,Our Christmas message to the world (from Santa’s village),Join us on a magical family adventure to meet the real Santa Claus in Lapland. A special Christmas message for you all.,N/A,2026-06-17 13:13:19.082357+00:00
nOG-CaENIEY,How Many goalkeepers Does It Take to Stop Ronaldo?,"One, then two, three, four… MrBeast and his crew try to block a penalty from Cristiano Ronaldo. Each goal scored adds an extra goalkeeper…",2024-12-23T14:00:06Z,youtube#video,436,long,27468982,1028799,38493,https://i.ytimg.com/vi/nOG-CaENIEY/default.jpg,https://i.ytimg.com/vi/nOG-CaENIEY/mqdefault.jpg,https://i.ytimg.com/vi/nOG-CaENIEY/hqdefault.jpg,PT7M16S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,How Many goalkeepers Does It Take to Stop Ronaldo?,"One, then two, three, four… MrBeast and his crew try to block a penalty from Cristiano Ronaldo. Each goal scored adds an extra goalkeeper…",N/A,2026-06-17 13:13:19.082363+00:00
THfRxNX5xaw,The One Thing Cristiano Ronaldo's Kids Want From MrBeast!,,2024-12-19T14:00:27Z,youtube#video,20,short,5499409,353922,5296,https://i.ytimg.com/vi/THfRxNX5xaw/default.jpg,https://i.ytimg.com/vi/THfRxNX5xaw/mqdefault.jpg,https://i.ytimg.com/vi/THfRxNX5xaw/hqdefault.jpg,PT20S,2d,['https://en.wikipedia.org/wiki/Entertainment'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082370+00:00
1ddy3O1Ma4U,The Ultimate Christmas Surprise for Cristiano’s Kids,Christmas is coming and nothing better for Cristiano Ronaldo’s kids to celebrate than meeting their favorite YouTuber.,2024-12-16T14:00:06Z,youtube#video,179,long,6645436,321936,10347,https://i.ytimg.com/vi/1ddy3O1Ma4U/default.jpg,https://i.ytimg.com/vi/1ddy3O1Ma4U/mqdefault.jpg,https://i.ytimg.com/vi/1ddy3O1Ma4U/hqdefault.jpg,PT2M59S,2d,['https://en.wikipedia.org/wiki/Sport'],en,The Ultimate Christmas Surprise for Cristiano’s Kids,Christmas is coming and nothing better for Cristiano Ronaldo’s kids to celebrate than meeting their favorite YouTuber.,N/A,2026-06-17 13:13:19.082376+00:00
ff-QlTXSVz8,12 Iconic Moments That Will Make You Admire Cristiano Forever,From ‘Qué mirás bobo’ to beating Mr. Beast with his son Cris Jr: UR Cristiano launched in 2024 and we've already had some amazing moments together!,2024-12-13T14:00:06Z,youtube#video,603,long,2865186,217312,10646,https://i.ytimg.com/vi/ff-QlTXSVz8/default.jpg,https://i.ytimg.com/vi/ff-QlTXSVz8/mqdefault.jpg,https://i.ytimg.com/vi/ff-QlTXSVz8/hqdefault.jpg,PT10M3S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,12 Iconic Moments That Will Make You Admire Cristiano Forever,From ‘Qué mirás bobo’ to beating Mr. Beast with his son Cris Jr: UR Cristiano launched in 2024 and we've already had some amazing moments together!,N/A,2026-06-17 13:13:19.082383+00:00
WhEH6nCYFy0,This Is How I Recover After Every Game!,"Cristiano Ronaldo shows us his LedBoots, the recovery boots with innovative LED technology developed for him and all athletes. Visit https://avathletes.com and find out more.",2024-12-11T14:34:18Z,youtube#video,102,long,3671878,236058,11101,https://i.ytimg.com/vi/WhEH6nCYFy0/default.jpg,https://i.ytimg.com/vi/WhEH6nCYFy0/mqdefault.jpg,https://i.ytimg.com/vi/WhEH6nCYFy0/hqdefault.jpg,PT1M42S,2d,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",en,This Is How I Recover After Every Game!,"Cristiano Ronaldo shows us his LedBoots, the recovery boots with innovative LED technology developed for him and all athletes. Visit https://avathletes.com and find out more.",N/A,2026-06-17 13:13:19.082390+00:00
RvdxPiHOM1M,Cristiano's Mind Blowing Answer!!!,,2024-12-10T16:49:01Z,youtube#video,27,short,4091168,286066,5235,https://i.ytimg.com/vi/RvdxPiHOM1M/default.jpg,https://i.ytimg.com/vi/RvdxPiHOM1M/mqdefault.jpg,https://i.ytimg.com/vi/RvdxPiHOM1M/hqdefault.jpg,PT27S,2d,['https://en.wikipedia.org/wiki/Entertainment'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082395+00:00
K-oLr-43ejs,"Jordan, Brady, Cristiano… Who Said This?","Cristiano Jr helps his father trying to beat MrBeast in the game you didn't know you need!

Dubbing available in English, Spanish and Arabic.",2024-12-09T14:00:17Z,youtube#video,589,long,14633003,749201,27792,https://i.ytimg.com/vi/K-oLr-43ejs/default.jpg,https://i.ytimg.com/vi/K-oLr-43ejs/mqdefault.jpg,https://i.ytimg.com/vi/K-oLr-43ejs/hqdefault.jpg,PT9M49S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Entertainment']",en,"Jordan, Brady, Cristiano… Who Said This?","Cristiano Jr helps his father trying to beat MrBeast in the game you didn't know you need!

Dubbing available in English, Spanish and Arabic.",N/A,2026-06-17 13:13:19.082402+00:00
AHSvnq4acvw,Craziest Cristiano Ronaldo’s shot!,,2024-12-05T14:10:35Z,youtube#video,21,short,5783076,473777,9099,https://i.ytimg.com/vi/AHSvnq4acvw/default.jpg,https://i.ytimg.com/vi/AHSvnq4acvw/mqdefault.jpg,https://i.ytimg.com/vi/AHSvnq4acvw/hqdefault.jpg,PT21S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,Craziest Cristiano Ronaldo’s shot!,,N/A,2026-06-17 13:13:19.082409+00:00
WKd8KMaJ0r0,I teach Mr Beast how to Siuuu!,,2024-11-30T17:01:34Z,youtube#video,19,short,6894552,611900,9129,https://i.ytimg.com/vi/WKd8KMaJ0r0/default.jpg,https://i.ytimg.com/vi/WKd8KMaJ0r0/mqdefault.jpg,https://i.ytimg.com/vi/WKd8KMaJ0r0/hqdefault.jpg,PT19S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082415+00:00
_ZsZ4-HyjCg,I face off with MrBeast,"Cristiano and Jimmy engage in a high-stakes challenge… and they put all their subscribers on the line.
Check out MrBeast’s awesome collab https://youtu.be/0BjlBnfHcHM

Available in English, Spanish and Portuguese.",2024-11-30T17:00:06Z,youtube#video,746,long,35866122,2368776,68005,https://i.ytimg.com/vi/_ZsZ4-HyjCg/default.jpg,https://i.ytimg.com/vi/_ZsZ4-HyjCg/mqdefault.jpg,https://i.ytimg.com/vi/_ZsZ4-HyjCg/hqdefault.jpg,PT12M26S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",en,I face off with MrBeast,"Cristiano and Jimmy engage in a high-stakes challenge… and they put all their subscribers on the line.
Check out MrBeast’s awesome collab https://youtu.be/0BjlBnfHcHM

Available in English, Spanish and Portuguese.",N/A,2026-06-17 13:13:19.082421+00:00
w-58fI22LU8,Cristiano faces off with MrBeast,,2024-11-29T17:01:03Z,youtube#video,20,short,5593894,570905,8840,https://i.ytimg.com/vi/w-58fI22LU8/default.jpg,https://i.ytimg.com/vi/w-58fI22LU8/mqdefault.jpg,https://i.ytimg.com/vi/w-58fI22LU8/hqdefault.jpg,PT20S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082428+00:00
5l8YJCzzryc,MrBeast and Cristiano breaking the internet,,2024-11-23T14:00:05Z,youtube#video,15,short,4172304,476400,10126,https://i.ytimg.com/vi/5l8YJCzzryc/default.jpg,https://i.ytimg.com/vi/5l8YJCzzryc/mqdefault.jpg,https://i.ytimg.com/vi/5l8YJCzzryc/hqdefault.jpg,PT15S,2d,['https://en.wikipedia.org/wiki/Entertainment'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082434+00:00
aDF_ESN80r8,I Meet MrBeast To Break The Internet!!,Cristiano Ronaldo meets the biggest Youtuber and Jimmy answers the question everyone is asking: “Am I Gonna Beat You?”. Big challenges to come on the 30th!!!,2024-11-21T14:00:07Z,youtube#video,840,long,66453808,5118935,185532,https://i.ytimg.com/vi/aDF_ESN80r8/default.jpg,https://i.ytimg.com/vi/aDF_ESN80r8/mqdefault.jpg,https://i.ytimg.com/vi/aDF_ESN80r8/hqdefault.jpg,PT14M,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,I Meet MrBeast To Break The Internet!!,Cristiano Ronaldo meets the biggest Youtuber and Jimmy answers the question everyone is asking: “Am I Gonna Beat You?”. Big challenges to come on the 30th!!!,N/A,2026-06-17 13:13:19.082441+00:00
IgS9lBdpvT0,Georgina Tricks Me Into Revealing My New Guest,Will Cristiano announce the name of the next video collab?,2024-11-19T14:00:16Z,youtube#video,103,long,4430979,285319,12282,https://i.ytimg.com/vi/IgS9lBdpvT0/default.jpg,https://i.ytimg.com/vi/IgS9lBdpvT0/mqdefault.jpg,https://i.ytimg.com/vi/IgS9lBdpvT0/hqdefault.jpg,PT1M43S,2d,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],en,Georgina Tricks Me Into Revealing My New Guest,Will Cristiano announce the name of the next video collab?,N/A,2026-06-17 13:13:19.082448+00:00
KWlnfCZeN74,And My New Guest Is…,Rio Ferdinand asks Cristiano about his next video collab,2024-11-17T14:00:15Z,youtube#video,123,long,3889080,307916,15337,https://i.ytimg.com/vi/KWlnfCZeN74/default.jpg,https://i.ytimg.com/vi/KWlnfCZeN74/mqdefault.jpg,https://i.ytimg.com/vi/KWlnfCZeN74/hqdefault.jpg,PT2M3S,2d,['https://en.wikipedia.org/wiki/Entertainment'],en,And My New Guest Is…,Rio Ferdinand asks Cristiano about his next video collab,N/A,2026-06-17 13:13:19.082454+00:00
kKRIdktinVg,“A Surprise Is Coming”. A message to my fans,,2024-11-16T14:00:46Z,youtube#video,23,short,3514600,460944,15486,https://i.ytimg.com/vi/kKRIdktinVg/default.jpg,https://i.ytimg.com/vi/kKRIdktinVg/mqdefault.jpg,https://i.ytimg.com/vi/kKRIdktinVg/hqdefault.jpg,PT23S,2d,['https://en.wikipedia.org/wiki/Entertainment'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082460+00:00
